DateTime,OPEN,CLOSE,VOLUME,AMT
2016/9/19,3242.7429,3263.1242,5883108200,67678031642
2016/9/20,3264.6649,3257.4034,5278420600,61626150818
2016/9/21,3257.7097,3266.6363,5914297900,68957744044
2016/9/22,3281.4718,3291.1211,7575354200,89991761655
2016/9/23,3292.2788,3275.6665,5799398600,68046257250
2016/9/26,3267.6905,3220.2838,7045218600,78700835132
2016/9/27,3214.8704,3240.7546,5846055000,66651130361
2016/9/28,3243.647,3230.8904,4472749800,51996404752
2016/9/29,3234.857,3244.3874,5545255600,62220302312
2016/9/30,3240.1775,3253.2848,4497802200,52655734553
2016/10/10,3265.3644,3293.8689,8051926000,89607989896
2016/10/11,3296.8672,3306.5573,8771316300,88213421183
2016/10/12,3299.1388,3300.0099,6866978100,72386912616
2016/10/13,3299.1557,3302.6455,8122419800,79923748596
2016/10/14,3298.734,3305.8481,8231627100,81485597806
2016/10/17,3305.9635,3277.8787,8611350900,88199418936
2016/10/18,3272.6815,3321.3324,10286071400,1.04625E+11
2016/10/19,3323.3038,3316.2407,10116772500,96354442199
2016/10/20,3317.1792,3318.6044,7923887100,82481095277
2016/10/21,3315.7156,3327.74,10978517600,1.07115E+11
2016/10/24,3332.5125,3367.5778,15301434500,1.50063E+11
2016/10/25,3367.4753,3367.4547,11119169300,1.10577E+11
2016/10/26,3365.1975,3354.8003,9802478600,1.04719E+11
2016/10/27,3351.4603,3345.695,7762985100,85241012414
2016/10/28,3347.1438,3340.1262,9313330900,1.04798E+11
2016/10/31,3332.406,3336.2778,7135286300,80701820968
2016/11/1,3338.7099,3359.0515,7493819900,84717683750
2016/11/2,3350.71,3333.3524,9119710400,1.00349E+11
2016/11/3,3326.9045,3365.085,12622350400,1.37386E+11
2016/11/4,3362.2055,3354.1749,10406965500,1.10814E+11
2016/11/7,3353.4441,3356.5916,9987798800,94370876771
2016/11/8,3367.6974,3371.1177,10314828200,1.05138E+11
2016/11/9,3370.5999,3353.0547,13911005900,1.45187E+11
2016/11/10,3374.906,3390.6119,13470553500,1.33277E+11
2016/11/11,3387.9481,3417.2211,19878149600,1.90647E+11
2016/11/14,3409.2241,3430.2482,21324710500,2.08353E+11
2016/11/15,3428.8663,3429.8697,13456632000,1.35207E+11
2016/11/16,3432.4336,3429.5921,12980851100,1.28945E+11
2016/11/17,3423.4654,3436.535,12156173100,1.21577E+11
2016/11/18,3437.4898,3417.4554,11595120500,1.17346E+11
2016/11/21,3412.6523,3441.1106,14643452900,1.47543E+11
2016/11/22,3443.2201,3468.3637,16852344600,1.67251E+11
2016/11/23,3473.8949,3474.7289,16238850400,1.71247E+11
2016/11/24,3468.8071,3488.7402,14574630100,1.65071E+11
2016/11/25,3490.0399,3521.2984,15362150600,1.66832E+11
2016/11/28,3538.6754,3535.0807,20737548300,2.1986E+11
2016/11/29,3525.9011,3564.0404,23691835600,2.48323E+11
2016/11/30,3557.6357,3538.001,17856017800,1.90681E+11
2016/12/1,3543.9555,3565.036,18017076100,1.99638E+11
2016/12/2,3559.7711,3528.9547,19635548000,2.03742E+11
2016/12/5,3473.6876,3469.4073,18085235500,1.90175E+11
2016/12/6,3466.2417,3459.1533,11552909000,1.25728E+11
2016/12/7,3458.3687,3475.7473,11434510300,1.15282E+11
2016/12/8,3481.8067,3470.1426,11738392200,1.19189E+11
2016/12/9,3464.8733,3493.7004,15030330800,1.52675E+11
2016/12/12,3489.2683,3409.1794,18746775100,1.99164E+11
2016/12/13,3394.2072,3405.0355,12110509700,1.24454E+11
2016/12/14,3399.4113,3378.9453,12400774400,1.26183E+11
2016/12/15,3363.8597,3340.4338,11496066000,1.21508E+11
2016/12/16,3335.3625,3346.0305,9077542200,98112206845
2016/12/19,3342.3449,3328.9827,8164067800,86095693838
2016/12/20,3328.2985,3309.0641,8756959200,88527345889
2016/12/21,3313.7451,3338.536,10825499500,1.06205E+11
2016/12/22,3335.1218,3335.672,9227724900,92564877570
2016/12/23,3333.4009,3307.5991,9744471300,99575473231
2016/12/26,3293.2236,3322.4006,8979398200,95493219936
2016/12/27,3319.2061,3316.3852,7548635900,79617133030
2016/12/28,3315.7526,3301.8887,6900043700,71759839566
2016/12/29,3297.036,3297.7648,7008792300,75972960431
2016/12/30,3302.5993,3310.0808,7174411600,76921368838
2017/1/3,3313.9534,3342.2272,8656789600,87612765768
